Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
mise-en-scene-original-styling-serum-shampoo-conditioner-530ml,Mise-en-scene (Original / Styling) Serum (Shampoo / Conditioner) 530mL,"",Mise-en-scene,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo,"",true,Color,Original Shampoo 530mL,,,,,,,,,0.0,shopify,100,deny,manual,16.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d4fc4904-23a0-491d-9e29-e88cf71a072b_c5646f25-e98e-4694-9846-0c307e32e6a1.jpg?v=1742865843,1,"",false,,,,,,,,,,,,,,The gorgeous 7 types of oils provide the necessary nourishment to the hair.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d4fc4904-23a0-491d-9e29-e88cf71a072b.jpg?v=1742754626"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>530ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months from the date of manufacture, within 24 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Take out a quarter-sized amount of the formula on your palm and rub your hands into a lather. Massage thoroughly into your scalp and hair and wash it off thoroughly in running water. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Laureth-6 Carboxylic Acid, Fragrance, Sodium Chloride, Polyquaternium-10, PEG-60 Hydrogenated Castor Oil, Dimethiconol, PPG-7, Sodium Lauroyl Sarcosinate, TEA-Dodecylbenzenesulfonate, Sodium Benzoate, Phenoxyethanol, Sodium Citrate, Sodium Salicylate, Citric Acid, Tetrasodium EDTA, Ethylhexylglycerin, Limonene, Disodium EDTA, Linalool, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cocos Nucifera (Coconut) Oil, Tocopherol, Prunus Armeniaca (Apricot) Kernel Oil, Olea Europaea (Olive) Fruit Oil, Camellia Japonica Seed Oil, Sclerocarya Birrea Seed Oil, Coco-Caprylate/Caprate, Caprylyl Glycol, Alcohol Denat., PEG-150 Pentaerythrityl Tetrastearate, PPG-2 Hydroxyethyl Cocamide, Glycolipids<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>A. Common<br>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-030-5454 (Toll free) Hours: 09:00â€“17:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>",This Serum Shampoo does not need a separate treatment.This is a nourishing hair shampoo of Perfect Serum.The hair does not tangle and stays soft even when rinsing it.,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
mise-en-scene-original-styling-serum-shampoo-conditioner-530ml,,,,,,,,,Styling Shampoo 530mL,,,,,,,,,0.0,shopify,100,deny,manual,16.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5935b21a-1392-44ad-982d-7efcb658a0f4_23e8d27a-daaf-4d98-a29d-8ec2b5f274b8.jpg?v=1742865843,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
mise-en-scene-original-styling-serum-shampoo-conditioner-530ml,,,,,,,,,Styling Conditioner 530mL,,,,,,,,,0.0,shopify,100,deny,manual,16.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/20cee5cc-f92e-47cc-a699-92c54944671a_2a2a088c-06a6-4598-8547-b989305a8dd7.jpg?v=1742865843,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
mise-en-scene-original-styling-serum-shampoo-conditioner-530ml,,,,,,,,,Original Conditioner 530mL,,,,,,,,,0.0,shopify,100,deny,manual,16.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/266552e1-2fb6-4384-ab96-6f31fe2abb8f_b5d9179c-705f-433f-8d87-df02c971d355.jpg?v=1742865843,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
missha-ultra-powerproof-mascara-8g,MISSHA Ultra Powerproof Mascara 8g,"",MISSHA,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup,Eyelashes,"",true,Color,Curl Up Long Lash,,,,,,,,,0.0,shopify,100,deny,manual,19.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ed5f31da-9a21-4afc-a304-d4d6d9c58530_75b3b1e2-fa1e-48ab-9cc0-11a3150e4d1c.jpg?v=1742865850,1,"",false,,,,,,,,,,,,,,"MISSHA's unique Smudge Shielding System ensures it won't smudge easily against water, sweat, or sebum, maintaining C-curl eyelashes for a long time.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4e9d5324-2d7b-447d-8a5b-cc35f7167d81.jpg?v=1742755589"" alt="""">
<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d9f6d33b-44d2-4811-a4a4-bd7307805413.jpg?v=1742755642"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>8g / 9g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>2 years from the date of manufacture and before opening, 1 year after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>Curl the lashes with eyelash curler and then sweep from lash roots in zigzag motion.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / ABLE C&amp;C Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>[Curl Up Long Lash 8g] Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Disteardimonium Hectorite, Microcrystalline Wax, Dextrin Palmitate/Ethylhexanoate, Iron Oxide Black (CI 77499), Polypropylsilsesquioxane, Propylene Carbonate, Silica, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Hydrogenated Polyisobutene, Aluminum Distearate, Dextrin Palmitate, Polymethylsilsesquioxane, Nylon-66, Glyceryl Caprylate, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891)<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight. <br>4. In case of contact with eyes, rinse immediately.<br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-4936 / Customer Center +82-80-080-4936</td></tr></tbody></table></div></div></div></div>","Achieve smudge-free eyelashes all day long, even in water, with a 24-hour effect that holds under water.Reinvent eyelashes from the root to the tip.Create defined eyes with fullness from the roots.",,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
missha-ultra-powerproof-mascara-8g,,,,,,,,,Curl Up Volume,,,,,,,,,0.0,shopify,100,deny,manual,19.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/85693c39-e906-4ece-89d0-ad402c12a08d_dde4e355-d3a2-43be-9ce9-87e0958af441.jpg?v=1742865851,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
missha-ultra-powerproof-mascara-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c09c8d2e-5fa9-4549-82e7-8cde69fef333_7831e39c-4031-4b6f-857f-a2e677295895.jpg?v=1742865851,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missha-ultra-powerproof-mascara-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bf9b0206-e272-4432-87dc-4858b048f4d5_f66e850b-524e-461c-b293-3269ba9c2429.jpg?v=1742865851,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missha-modern-shadow,MISSHA Modern Shadow,"",MISSHA,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup,Eyeshadow,"",true,Color,305 Bridal Peach,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0d37b472-d529-4a4f-8b6e-6c96fc07a44d_2438568f-33f5-4da3-bffb-548172cc3109.jpg?v=1742865904,1,"",false,,,,,,,,,,,,,,"The fine pearl-mixed shadow applies smoothly to the eyes without irritation, providing a silky shimmer texture.Fine glitter particles adhere to the eyes, ensuring comfort throughout the day.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ecc6787c-bf05-4532-8cd8-3ffc89a5f826.jpg?v=1742761599"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>1.7g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>3 years from the date of manufacture before opening, 2 years after opening an individual pack </td></tr><tr><th scope=""row"">How to Use</th> <td>Apply an appropriate amount with a brush or your fingers and blend naturally into the eye socket.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / ABLE C&amp;C Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>[Pale Bloom]<br>Talc,Mica (CI 77019),Nylon-12,Barium Sulfate, Caprylic/Capric Triglyceride,Ultra Marine (CI 77007),Diisostearyl Malate,Silica,Magnesium Myristate,Triethoxycaprylylsilane,Methylpropanediol,Dimethicone,Magnesium Stearate,Propanediol,Kaolin,Hydrogenated Lecithin,Manganese Violet (CI 77742),Iron Oxide Red (CI 77491),Helindone Pink CN (CI 73360), Iron Oxide Black (CI 77499),Iron Oxide Yellow (CI 77492)<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.<br>4. In case of contact with eyes, rinse immediately.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-4936</td></tr></tbody></table></div></div></div></div>",Daily single eyeshadows for personal moods and preferences.Representative items of single eyeshadows responsible for tone-on-tone makeup for 10 years.Offers personal eye makeup with color matching to skin tone and mood.,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7f316fe5-c314-4b01-816d-f8466afe38ec_e16970ac-e5ae-4b65-8f35-2def55fa503c.jpg?v=1742865904,lb,,,true,,,true,,,active
missha-modern-shadow,,,,,,,,,101 Pale Bloom,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d6104185-6a8b-485e-9b5a-677693218e1e_7447a900-b4b5-4271-b949-516a1efdd9b2.jpg?v=1742865904,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/58743002-cd1e-4bb7-8e04-11b29ce60cba_1314537e-ffdd-4494-ae9c-75c14b408184.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,112 Morning Coffee,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/dc69784b-0c05-4380-825f-014bc8ea283c_91193546-14de-493e-8127-eb76af58e400.jpg?v=1742865904,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fbac0d7-5127-40b1-aa15-0652c8a1b539_c0b421df-bfb4-4ecd-b488-3778f839a981.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,111 Ginger Pound,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7f316fe5-c314-4b01-816d-f8466afe38ec_e16970ac-e5ae-4b65-8f35-2def55fa503c.jpg?v=1742865904,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/802befdf-0b11-45f7-a5a1-bd62b5605ec2_6efdae59-a34f-400b-a792-24db5a4a947f.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,113 Dusty Road,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/58743002-cd1e-4bb7-8e04-11b29ce60cba_1314537e-ffdd-4494-ae9c-75c14b408184.jpg?v=1742865904,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2e078550-96f6-4a1f-8d2e-cc0ddd259897_94ec3496-65eb-4081-9166-3426dfe3520d.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,114 Canyon Clay,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fbac0d7-5127-40b1-aa15-0652c8a1b539_c0b421df-bfb4-4ecd-b488-3778f839a981.jpg?v=1742865904,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/254a4a7c-fe63-40d2-a8b0-6437597b3a19_280827c5-e823-4dca-bbe6-0b06caad21f7.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,109 Mauve Blend,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/802befdf-0b11-45f7-a5a1-bd62b5605ec2_6efdae59-a34f-400b-a792-24db5a4a947f.jpg?v=1742865904,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/48539dd2-5fcf-46e4-ba10-aaf7f41721b4_05b80cef-c50c-4a02-961c-17f3ed9ad42a.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,110 Rosytential,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2e078550-96f6-4a1f-8d2e-cc0ddd259897_94ec3496-65eb-4081-9166-3426dfe3520d.jpg?v=1742865904,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/210659c4-2c03-40cc-87d0-497ec05b1c4e_35855ae0-a8eb-4e13-9560-75f13516a2e3.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,108 Teddy Shearing,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/254a4a7c-fe63-40d2-a8b0-6437597b3a19_280827c5-e823-4dca-bbe6-0b06caad21f7.jpg?v=1742865904,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/b2d481f5-9593-48d9-8d20-99ef9cefd5cb_f591cded-f994-400e-8f64-870494033bc4.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,107 Warm & Fuzzy,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/48539dd2-5fcf-46e4-ba10-aaf7f41721b4_05b80cef-c50c-4a02-961c-17f3ed9ad42a.jpg?v=1742865904,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/960b66d6-5cfa-4273-bc7f-f2545fa91825_288b1b0c-6f80-4784-b030-5b76f2d4f9e8.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,106 Forever Peach,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/210659c4-2c03-40cc-87d0-497ec05b1c4e_35855ae0-a8eb-4e13-9560-75f13516a2e3.jpg?v=1742865904,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9346785a-6a3c-48d8-aaed-b23afd4e83f5_887c78bd-9d9f-411b-b751-a9ef22249f3c.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,105 From Pink,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/b2d481f5-9593-48d9-8d20-99ef9cefd5cb_f591cded-f994-400e-8f64-870494033bc4.jpg?v=1742865904,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/98aaf85d-52ca-4770-af6f-881da5d75e9e_a577055e-8d11-418e-8d4a-be1b81ef5216.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,104 Chic Iris,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/960b66d6-5cfa-4273-bc7f-f2545fa91825_288b1b0c-6f80-4784-b030-5b76f2d4f9e8.jpg?v=1742865904,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/dcb4240a-0a0b-4543-bd36-b65ad4a5857d_b42e652d-cec4-44a0-a7f6-0db781d53838.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,103 Office Coral,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9346785a-6a3c-48d8-aaed-b23afd4e83f5_887c78bd-9d9f-411b-b751-a9ef22249f3c.jpg?v=1742865904,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a176ae29-5a54-4c5a-bee3-ead63f29798b_fc9ebc0f-1bda-48b0-ae16-e812d0e5df7e.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,116 Code Black,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/98aaf85d-52ca-4770-af6f-881da5d75e9e_a577055e-8d11-418e-8d4a-be1b81ef5216.jpg?v=1742865904,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e0735b6-123d-4f33-97cf-d031507372b0_85503867-7be6-41a7-a473-3bda37487c22.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,115 Smoke Oak,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/dcb4240a-0a0b-4543-bd36-b65ad4a5857d_b42e652d-cec4-44a0-a7f6-0db781d53838.jpg?v=1742865904,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e6d5cf8-02db-4844-9c76-e75c52b238b5_7d22affc-b2cf-48f9-8d1e-d4188d2fe8b5.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,201 Lace Chiffon,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a176ae29-5a54-4c5a-bee3-ead63f29798b_fc9ebc0f-1bda-48b0-ae16-e812d0e5df7e.jpg?v=1742865904,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6ada0ccf-ea5b-48c6-ad52-5e645063f258_8f60f2ce-c87c-4b82-8fbd-8086ce7c9941.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,202 Pinky Sunray,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e0735b6-123d-4f33-97cf-d031507372b0_85503867-7be6-41a7-a473-3bda37487c22.jpg?v=1742865904,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5b143a56-e552-46ae-8115-109963fe9baf_912dea67-4197-4e93-b3f4-181842d79619.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,203 Super Shy,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e6d5cf8-02db-4844-9c76-e75c52b238b5_7d22affc-b2cf-48f9-8d1e-d4188d2fe8b5.jpg?v=1742865904,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/26cdf2a6-2cb3-4c33-81e3-80aa6c9a3378_272d27d6-cb92-43ce-9126-74e5f7bc12db.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,204 Sheer Pansy,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6ada0ccf-ea5b-48c6-ad52-5e645063f258_8f60f2ce-c87c-4b82-8fbd-8086ce7c9941.jpg?v=1742865904,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/728a7a17-bfe8-4bfa-80ac-25902589ca5a_8ac1a489-6734-4c60-b7c9-64fabc51b5bd.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,205 Ice Trucker,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5b143a56-e552-46ae-8115-109963fe9baf_912dea67-4197-4e93-b3f4-181842d79619.jpg?v=1742865904,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/583438f1-440c-4b84-a9fd-72e477af6037_d93ac4ce-d97d-46d4-b5d4-cb806f11bf3f.jpg?v=1742865904,lb,,,,,,,,,
missha-modern-shadow,,,,,,,,,206 Satin Beige,,,,,,,,,0.0,shopify,100,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/26cdf2a6-2cb3-4c33-81e3-80aa6c9a3378_272d27d6-cb92-43ce-9126-74e5f7bc12db.jpg?v=1742865904,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d5103bd5-c162-4c8c-8f97-c8ce1c7c00ef_60a3e062-e792-4db0-9ddf-c4d2e142328a.jpg?v=1742865904,lb,,,,,,,,,
